key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
BREAD_ACT2_FAIL,You already have Crumbs.,Vous avez déjà des Miettes.,Hai già delle Briciole.,すでにパンくずが　ある。,더 으깨면 못 쓴다.,Ya tienes Migajas.,Ya tienes Migas.,Você já tem Migalhas.,Masz już Okruchy.,Du hast bereits Krümel.,У тебя уже есть крошки.,У вас вже є крихти.,
CAPSULEDEF_ACT1_TEXT,[User]'s Defense increased by 3!,La défense d[fr_eli][User] augmente de 3 ¦,La Difesa di [User] aumenta di 3!,[User]の　ディフェンスが　３あがった！,[User]의 디펜스가 3만큼 증가했다!,¡La defensa de [User] aumentó en 3!,¡La defensa de [User] ha aumentado en 3!,A Defesa de [User] aumentou em 3!,Obrona [UserArt1] została zwiększona o 3!,[User][de_gen:User] Verteidigung erhöhte sich um 3!,Защита [UserArt1] повысилась на 3 единицы!,Захист [UserArt1] піднявся на 3!,
CAPSULEDEF_ACT1_FAIL,[User] won't swallow the Defense Capsule.,[User] ne peut pas avaler la Capsule de défense.,[User] non vuole la Capsula Difesa.,[User]はディフェンスカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de defensa.,[User] no se puede tomar la Cápsula defensa.,[User] não quer tomar a Cápsula de Defesa.,[User] nie połknie Kapsułki Obrony.,[User] will keine Verteidigungskapsel schlucken.,[User] не может принять капсулу защиты.,[User] не проковтне капсулу захисту.,
CAPSULEGUT_ACT1_TEXT,[User]'s Guts increased by 3!,La fougue d[fr_eli][User] augmente de 3 ¦,La Combattività di [User] aumenta di 3!,[User]の　ガッツが　３あがった！,[User]의 용기가 3만큼 증가했다!,¡El coraje de [User] aumento en 3!,¡Las agallas de [User] han aumentado en 3!,A Coragem de [User] aumentou em 3!,Odwaga [UserArt1] została zwiększona o 3!,[User][de_gen:User] Mut erhöhte sich um 3!,Дерзость [UserArt1] повысилась на 3 единицы!,Сміливість [UserArt1] піднялася на 3!,
CAPSULEGUT_ACT1_FAIL,[User] won't swallow the Guts Capsule.,[User] ne peut pas avaler la Capsule de fougue.,[User] non vuole la Capsula Combattività.,[User]はガッツカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de coraje.,[User] no se puede tomar la Cápsula agallas.,[User] não quer tomar a Cápsula de Coragem.,[User] nie połknie Kapsułki Odwagi.,[User] will keine Mutkapsel schlucken.,[User] не может принять капсулу дерзости.,[User] не проковтне капсулу сміливості.,
CAPSULEHP_ACT1_TEXT,[User]'s maximum HP increased by 3!,Le maximum de PV d[fr_eli][User] augmente de 3 ¦,I PS massimi di [User] aumentano di 3!,[User]の　さいだいＨＰが　３あがった！,[User]의 최대 HP가 3만큼 증가했다!,¡Los PV máximos de [User] aumentaron en 3!,¡Los PV máximos de [User] han aumentado en 3!,O HP máximo de [User] aumentou em 3!,Maksymalne HP [UserArt1] zostało zwiększone o 3!,[User][de_gen:User] maximale KP erhöhten sich um 3!,Максимальное количество ОЗ [UserArt1] повысилось на 3 единицы!,Максимальна кількість ОЗ [UserArt1] піднялася на 3!,
CAPSULEHP_ACT1_FAIL,[User] won't swallow the HP Capsule.,[User] ne peut pas avaler la Capsule de PV.,[User] non vuole la Capsula PS.,[User]はフィジカルカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de PV.,[User] no se puede tomar la Cápsula PV.,[User] não quer tomar a Cápsula de HP.,[User] nie połknie Kapsułki HP.,[User] will keine KP-Kapsel schlucken.,[User] не может принять капсулу ОЗ.,[User] не проковтне капсулу здоров'я.,
CAPSULEIQ_ACT1_TEXT,[User]'s IQ increased by 3!,Le QI d[fr_eli][User] augmente de 3 ¦,Il QI di [User] aumenta di 3!,[User]の　ＩＱが　３あがった！,[User]의 IQ이 3만큼 증가했다!,¡El IQ de [User] aumentó en 3!,¡El CI de [User] ha aumentado en 3!,O QI de [User] aumentou em 3!,IQ [UserArt1] zostało zwiększone o 3!,[User][de_gen:User] IQ erhöhte sich um 3!,IQ [UserArt1] повысился на 3 единицы!,IQ [UserArt1] піднявся на 3!,
CAPSULEIQ_ACT1_FAIL,[User] won't swallow the IQ Capsule.,[User] ne peut pas avaler la Capsule de QI.,[User] non vuole la Capsula QI.,[User]はウィズダムカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de IQ.,[User] no se puede tomar la Cápsula CI.,[User] não quer tomar a Cápsula de QI.,[User] nie połknie Kapsułki IQ.,[User] will keine IQ-Kapsel schlucken.,[User] не может принять капсулу IQ.,[User] не проковтне капсулу IQ.,
CAPSULEOFE_ACT1_TEXT,[User]'s Offense increased by 3!,L'attaque d[fr_eli][User] augmente de 3 ¦,L'Attacco di [User] aumenta di 3!,[User]の　オフェンスが　３あがった！,[User]의 오펜스가 3만큼 증가했다!,¡La ofensa de [User] aumentó en 3!,¡La fuerza de [User] ha aumentado en 3!,O Ataque de [User] aumentou em 3!,Ofensywa [UserArt1] została zwiększona o 3!,[User][de_gen:User] Angriff erhöhte sich um 3!,Атака [UserArt1] повысилась на 3 единицы!,Атака [UserArt1] піднялася на 3!,
CAPSULEOFE_ACT1_FAIL,[User] won't swallow the Offense Capsule.,[User] ne peut pas avaler la Capsule d'Attaque.,[User] non vuole la Capsula Attacco.,[User]はオフェンスカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de ofensa.,[User] no se puede tomar la Cápsula fuerza.,[User] não quer tomar a Cápsula de Ataque.,[User] nie połknie Kapsułki Ofensywy.,[User] will keine Angriffskapsel schlucken.,[User] не может принять капсулу атаки.,[User] не проковтне капсулу атаки.,
CAPSULEPP_ACT1_TEXT,[User]'s maximum PP increased by 3!,Le maximum de PP d[fr_eli][User] augmente de 3 ¦,I PP massimi di [User] aumentano di 3!,[User]の　さいだいＰＰが　３あがった！,[User]의 최대 PP가 3만큼 증가했다!,¡Los PP máximos de [User] aumentaron en 3!,¡Los PP máximos de [User] han aumentado en 3!,O PP máximo de [User] aumentou em 3!,Maksymalne PP [UserArt1] zostało zwiększone o 3!,[User][de_gen:User] maximale PP erhöhten sich um 3!,Максимальное количество ОП [UserArt1] повысилось на 3 единицы!,Максимальна кількість ОП [UserArt1] піднялася на 3!,
CAPSULEPP_ACT1_FAIL,[User] won't swallow the PP Capsule.,[User] ne peut pas avaler la Capsule de PP.,[User] non vuole la Capsula PP.,[User]はサイコカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de PP.,[User] no se puede tomar la Cápsula PP.,[User] não quer tomar a Cápsula de PP.,[User] nie połknie Kapsułki PP.,[User] will keine PP-Kapsel schlucken.,[User] не может принять капсулу ОП.,[User] не проковтне капсулу ПСИ.,
CAPSULESPD_ACT1_TEXT,[User]'s Speed increased by 3!,La vitesse d[fr_eli][User] augmente de 3 ¦,La Velocità di [User] aumenta di 3!,[User]の　スピードが　３あがった！,[User]의 스피드가 3만큼 증가했다!,¡La velocidad de [User] aumentó en 3!,¡La velocidad de [User] ha aumentado en 3!,A Agilidade de [User] aumentou em 3!,Szybkość [UserArt1] została zwiększona o 3!,[User][de_gen:User] Geschwindigkeit erhöhte sich um 3!,Скорость [UserArt1] повысилась на 3 единицы!,Швидкість [UserArt1] піднялася на 3!,
CAPSULESPD_ACT1_FAIL,[User] won't swallow the Speed Capsule.,[User] ne peut pas avaler la Capsule de vitesse.,[User] non vuole la Capsula Velocità.,[User]はスピードカプセルをつかえない。,[User][UserArt0] 캡슐을 삼키고 싶지 않아 한다.,[User] no puede tomar la Cápsula de velocidad.,[User] no se puede tomar la Cápsula velocidad.,[User] não quer tomar a Cápsula de Agilidade.,[User] nie połknie Kapsułki Szybkości.,[User] will keine Geschwindigkeitskapsel schlucken.,[User] не может принять капсулу скорости.,[User] не проковтне капсулу швидкості.,
EYEDROPS_ACT1_TEXT,[User] could see again!,[User] recouvre la vue ¦,[User] ci vede di nuovo!,[User]のめは　スッキリした！,[User][UserArt0] 가려진 시야를 회복했다!,¡[User] pudo ver otra vez!,¡[User] puede ver de nuevo!,[User] voltou a enxergar!,[User] może znowu widzieć!,[User] konnte wieder sehen.,[User] снова видит!,[User] знову може бачити!,
EYEDROPS_ACT1_FAIL,[User] is not blinded.,[User] n'est pas aveuglé[UserArt6].,[User] ci vede bene.,[User]は　すでに　めがみえている！,[User][UserArt0] 시야가 잘 보인다.,[User] no tiene ceguera.,[User] no tiene ceguera.,[User] não está enxergando mal.,[User] nie jest oślepion[UserArt5].,[User] ist nicht blind.,[User] не ослепл[UserArt7].,[User] не осліплен[UserArt7].,
FRIES_ACT1_TEXT,[User] recovered 20 HP!,[User] récupère 20 PV ¦,[User] recupera 20 PS!,[User]の　ＨＰが　２０かいふくした！,[User][UserArt0] HP를 20만큼 회복했다!,¡[User] recuperó 20 PV!,¡[User] ha recuperado 20 PV!,[User] recuperou 20 HP!,[User] odzyskał[UserArt4] 20 HP!,[User] stellte 20 KP wieder her!,[User] восстановил[UserArt6] 20 ОЗ!,[User] віднови[UserArt6] 20 ОЗ!,
HAMBURGER_ACT1_TEXT,[User] recovered 50 HP!,[User] récupère 50 PV ¦,[User] recupera 50 PS!,[User]の　ＨＰが　５０かいふくした！,[User][UserArt0] HP를 50만큼 회복했다!,¡[User] recuperó 50 PV!,¡[User] ha recuperado 50 PV!,[User] recuperou 50 HP!,[User] odzyskał[UserArt4] 50 HP!,[User] stellte 50 KP wieder her!,[User] восстановил[UserArt6] 50 ОЗ!,[User] віднови[UserArt6] 50 ОЗ!,
HERBMAGIC_ACT1_TEXT,[User] recovered 60 HP!,[User] récupère 60 PV ¦,[User] recupera 60 PS!,[User]の　ＨＰが　６０かいふくした！,[User][UserArt0] HP를 60만큼 회복했다!,¡[User] recuperó 60 PV!,¡[User] ha recuperado 60 PV!,[User] recuperou 60 HP!,[User] odzyskał[UserArt4] 60 HP!,[User] stellte 60 KP wieder her!,[User] восстановил[UserArt6] 60 ОЗ!,[User] віднови[UserArt6] 60 ОЗ!,
HOTDOG_ACT1_TEXT,[User] recovered 35 HP!,[User] récupère 35 PV ¦,[User] recupera 35 PS!,[User]の　ＨＰが　３５かいふくした！,[User][UserArt0] HP를 35만큼 회복했다!,¡[User] recuperó 35 PV!,¡[User] ha recuperado 35 PV!,[User] recuperou 35 HP!,[User] odzyskał[UserArt4] 35 HP!,[User] stellte 35 KP wieder her!,[User] восстановил[UserArt6] 35 ОЗ!,[User] віднови[UserArt6] 35 ОЗ!,
LIFEUPCREAM_ACT1_TEXT,[User] recovered 200 HP!,[User] récupère 200 PV ¦,[User] recupera 200 PS!,[User]の　ＨＰが　２００かいふくした！,[User][UserArt0] HP를 200만큼 회복했다!,¡[User] recuperó 200 PV!,¡[User] ha recuperado 200 PV!,[User] recuperou 200 HP!,[User] odzyskał[UserArt4] 200 HP!,[User] stellte 200 KP wieder her!,[User] восстановил[UserArt6] 200 ОЗ!,[User] віднови[UserArt6] 200 ОЗ!,
MILK_ACT1_TEXT,[User] recovered 20 HP!,[User] récupère 20 PV ¦,[User] recupera 20 PS!,[User]の　ＨＰが　２０かいふくした！,[User][UserArt0] HP를 20만큼 회복했다!,¡[User] recuperó 15 PV!,¡[User] ha recuperado 15 PV!,[User] recuperou 20 HP!,[User] odzyskał[UserArt4] 20 HP!,[User] stellte 20 KP wieder her!,[User] восстановил[UserArt6] 20 ОЗ!,[User] віднови[UserArt6] 20 ОЗ!,
ORANGEJUICE_ACT1_TEXT,[User] recovered 10 HP!,[User] récupère 10 PV ¦,[User] recupera 10 PS!,[User]の　ＨＰが　１０かいふくした！,[User][UserArt0] HP를 10만큼 회복했다!,¡[User] recuperó 10 PV!,¡[User] ha recuperado 10 PV!,[User] recuperou 10 HP!,[User] odzyskał[UserArt4] 10 HP!,[User] stellte 10 KP wieder her!,[User] восстановил[UserArt6] 10 ОЗ!,[User] віднови[UserArt6] 10 ОЗ!,
PSISTONE_ACT1_TEXT,[User] recovered 20 PP!,[User] récupère 20 PP ¦,[User] recupera 20 PP!,[User]の　ＰＰが　２０かいふくした！,[User][UserArt0] PP를 20만큼 회복했다!,¡[User] recuperó 20 PP!,¡[User] ha recuperado 20 PP!,[User] recuperou 20 PP!,[User] odzyskał[UserArt4] 20 PP!,[User] stellte 20 PP wieder her!,[User] восстановил[UserArt6] 20 ОП!,[User] віднови[UserArt6] 20 ОЗ!,
SPORTSDRINK_ACT1_TEXT,[User] recovered 70 HP!,[User] récupère 70 PV ¦,[User] recupera 70 PS!,[User]の　ＨＰが　７０かいふくした！,[User][UserArt0] HP를 70만큼 회복했다!,¡[User] recuperó 70 PV!,¡[User] ha recuperado 70 PV!,[User] recuperou 70 HP!,[User] odzyskał[UserArt4] 70 HP!,[User] stellte 70 KP wieder her!,[User] восстановил[UserArt6] 70 ОЗ!,[User] віднови[UserArt6] 70 ОЗ!,
